,target_id,total_sales,difference,monthly_sales,item_link_x,total_number_of_comments,average_comments_permonth,total_number_of_reviews,average_reviews_permonth
756,733710575,3,18,0.16666666666666666,https://www.etsy.com/listing/733710575/viking-pouch-mount-from-bjorko-08-zn?ref=shop_review,3,0.16666666666666666,3,0.16666666666666666
757,733711493,1,18,0.05555555555555555,https://www.etsy.com/listing/733711493/palmette-stud-bjorko-1074-broad-08-zn?ref=shop_review,1,0.05555555555555555,1,0.05555555555555555
758,733746085,8,12,0.6666666666666666,https://www.etsy.com/listing/733746085/leather-frog-with-extra-large-ring-04-wh?ref=shop_review,1,0.08333333333333333,3,0.25
759,733747861,4,20,0.2,https://www.etsy.com/listing/733747861/embossed-leather-frog-with-heavy-ring-04?ref=shop_review,2,0.1,4,0.2
760,733982555,39,20,1.95,https://www.etsy.com/listing/733982555/pirate-bodice-belt-xs-3xl-10-mied-pirat?ref=shop_review,9,0.45,14,0.7
761,733992485,32,20,1.6,https://www.etsy.com/listing/733992485/viking-ring-brooch-in-medium-size-16-fi?ref=shop_review,4,0.2,9,0.45
762,733996807,15,5,3.0,https://www.etsy.com/listing/733996807/forged-medieval-casket-hinge-trapezoid?ref=shop_review,1,0.2,2,0.4
763,733998715,27,16,1.6875,https://www.etsy.com/listing/733998715/medieval-cutlery-set-with-polished-parts?ref=shop_review,9,0.5625,9,0.5625
764,734246127,27,8,3.375,https://www.etsy.com/listing/734246127/medieval-tinder-bag-16-feuerzeug-bw?ref=shop_review,5,0.625,6,0.75
765,736613818,21,22,0.9545454545454546,https://www.etsy.com/listing/736613818/beard-bead-braided-6-mm-07-bp-flecht-n3?ref=shop_review,2,0.09090909090909091,3,0.13636363636363635
766,736622312,12,7,1.7142857142857142,https://www.etsy.com/listing/736622312/germanic-beard-bead-futhark-5-mm-07-bp?ref=shop_review,1,0.14285714285714285,1,0.14285714285714285
767,739473093,5,20,0.25,https://www.etsy.com/listing/739473093/medieval-table-knife-wooden-handle-02-m?ref=shop_review,3,0.15,3,0.15
768,739473787,2,6,0.3333333333333333,https://www.etsy.com/listing/739473787/medieval-table-knife-bone-handle-02-m-al?ref=shop_review,1,0.16666666666666666,2,0.3333333333333333
769,743178306,38,16,2.375,https://www.etsy.com/listing/743178306/earring-gotland-sphere-small-07-or-sph?ref=shop_review,12,0.75,16,1.0
770,744476577,23,4,5.75,https://www.etsy.com/listing/744476577/urnes-style-disc-brooch?ref=shop_review,2,0.5,5,1.25
771,744680040,26,10,2.6,https://www.etsy.com/listing/744680040/bent-viking-hasp-16-haspe-rund-h1-c-5?ref=shop_review,3,0.3,4,0.4
772,744689304,8,20,0.4,https://www.etsy.com/listing/744689304/medieval-scissors-16-schere-ma-h1-c-2?ref=shop_review,1,0.05,2,0.1
773,746385507,34,4,8.5,https://www.etsy.com/listing/746385507/raven-brooch-from-uppakra-07-br-uppakra?ref=shop_review,13,3.25,18,4.5
774,746392051,17,23,0.7391304347826086,https://www.etsy.com/listing/746392051/viking-disc-brooch-replica-07-br-1-sch?ref=shop_review,4,0.17391304347826086,5,0.21739130434782608
775,746422581,36,4,9.0,https://www.etsy.com/listing/746422581/egg-spoon-with-long-handle-17-loeff-egg?ref=shop_review,7,1.75,9,2.25
776,746745278,30,9,3.3333333333333335,https://www.etsy.com/listing/746745278/lunula-amulett-moravia-0-lunula-aa-g1-d?ref=shop_review,6,0.6666666666666666,15,1.6666666666666667
777,746747008,13,4,3.25,https://www.etsy.com/listing/746747008/lunitsa-amulet-with-cross-0-lunula-c-g1?ref=shop_review,3,0.75,5,1.25
778,746759262,32,8,4.0,https://www.etsy.com/listing/746759262/viking-bronze-pricker-from-bjorko-0?ref=shop_review,9,1.125,12,1.5
779,746768560,9,23,0.391304347826087,https://www.etsy.com/listing/746768560/viking-needle-case-replica-0-nadeldose?ref=shop_review,1,0.043478260869565216,1,0.043478260869565216
780,747132312,14,24,0.5833333333333334,https://www.etsy.com/listing/747132312/jelling-beaker-replica-13-cup-jellinge?ref=shop_review,5,0.20833333333333334,5,0.20833333333333334
781,747750674,2,5,0.4,https://www.etsy.com/listing/747750674/viking-leather-cord-mandermark-50-cm-07?ref=shop_review,1,0.2,1,0.2
782,749442050,37,4,9.25,https://www.etsy.com/listing/749442050/viking-bone-pendant-dragon-teeth-17-am?ref=shop_review,6,1.5,7,1.75
783,750489423,7,10,0.7,https://www.etsy.com/listing/750489423/celtic-beard-bead-spiral-8-mm-07-bp?ref=shop_review,1,0.1,2,0.2
784,750489469,10,9,1.1111111111111112,https://www.etsy.com/listing/750489469/beard-bead-cylinder-large-8-mm-07-bp?ref=shop_review,1,0.1111111111111111,1,0.1111111111111111
785,750506703,13,4,3.25,https://www.etsy.com/listing/750506703/viking-bead-no-w4-hole-5-mm-07-wei-04-n3?ref=shop_review,2,0.5,4,1.0
